Course Name,University,Difficulty Level,Course Rating,Course URL,Course Description,Skills
Introduction to Social Media Marketing,Facebook,Beginner,4.9,https://www.coursera.org/learn/social-media-marketing-introduction,"This course lays the foundation of social media marketing. Youï¿½ll learn what social media marketing entails, including the history and the different social media channels that exist. Youï¿½ll learn how to select a social media channel that fits your needs, set goals and success metrics, and determine who your target audience is.  By the end of this course, you will be able to:  ï¿½ Understand the landscape of traditional, digital, and social media marketing ï¿½ Understand how to become certified as a Digital Marketing Associate  ï¿½ Understand the major social media platforms, how they function, and what role they play in marketing ï¿½ Create SMART goals and identify KPIs ï¿½ Define your target audience and their customer journey ï¿½ Choose the right social media platforms and learn how to create social media policies  Whatever level of knowledge you start with, this course will help you build a solid foundation for social media marketing and gain applicable skills that will allow you to make your social media marketing efforts more successful and noticeable.  Learners don't need marketing experience, but should have basic internet navigation skills and be eager to participate and connect in social media.  Having a Facebook or Instagram account helps.",Project Management  Marketing  project management certification  social media marketing  Digital Marketing  Social Media  marketing strategy  media market  Leadership and Management  Sales business marketing
"Understanding China, 1700-2000: A Data Analytic Approach, Part 2",The Hong Kong University of Science and Technology,Beginner,4.6,https://www.coursera.org/learn/understanding-china-history-part-2,"The purpose of this course is to summarize new directions in Chinese history and social science produced by the creation and analysis of big historical datasets based on newly opened Chinese archival holdings, and to organize this knowledge in a framework that encourages learning about China in comparative perspective.  Our course demonstrates how a new scholarship of discovery is redefining what is singular about modern China and modern Chinese history. Current understandings of human history and social theory are based largely on Western experience or on non-Western experience seen through a Western lens. This course offers alternative perspectives derived from Chinese experience over the last three centuries. We present specific case studies of this new scholarship of discovery divided into two stand-alone parts, which means that students can take any part without prior or subsequent attendance of the other part.  Part 1 (https://www.coursera.org/learn/understanding-china-history-part-1) focuses on comparative inequality and opportunity and addresses two related questions ï¿½Who rises to the top?ï¿½ and ï¿½Who gets what?ï¿½.   Part 2 (this course) turns to an arguably even more important question ï¿½Who are we?ï¿½ as seen through the framework of comparative population behavior - mortality, marriage, and reproduction ï¿½ and their interaction with economic conditions and human values. We do so because mortality and reproduction are fundamental and universal, because they differ historically just as radically between China and the West as patterns of inequality and opportunity, and because these differences demonstrate the mutability of human behavior and values.  Course Overview video: https://youtu.be/dzUPRyJ4ETk",sociology  relative change and difference  chinese language  family  Population  immutable object  reproduction  analytics  macro (computer science)  ordered pair data-science data-analysis
Advanced Data Structures in Java,University of California San Diego,Intermediate,4.7,https://www.coursera.org/learn/Advanced-data-structures,"How does Google Maps plan the best route for getting around town given current traffic conditions?  How does an internet router forward packets of network traffic to minimize delay?  How does an aid group allocate resources to its affiliated local partners?  To solve such problems, we first represent the key pieces of data in a complex data structure. In this course, youï¿½ll learn about data structures, like graphs, that are fundamental for working with structured real world data.  You will develop, implement, and analyze algorithms for working with this data to solve real world problems.   In addition, as the programs you develop in this course become more complex, weï¿½ll examine what makes for good code and class hierarchy design so that you can not only write correct code, but also share it with other people and maintain it in the future.  The backbone project in this course will be a route planning application.  You will apply the concepts from each Module directly to building an application that allows an autonomous agent (or a human driver!) to navigate its environment.  And as usual we have our different video series to help tie the content back to its importance in the real world and to provide tiered levels of support to meet your personal needs.",graphs  Algorithms  dijkstra's algorithm  graph algorithms  tree traversal  Graph Theory  search algorithm  java (software platform)  Data Structures  graph traversal computer-science algorithms
Introduction to Javascript: The Basics,Coursera Project Network,Beginner,4.2,https://www.coursera.org/learn/intro-to-javascript-the-basics,"In this 2h 10m long project-based course, you will learn how to create dynamic web pages using Javascript. Javascript is one of the most popular scripting languages used in front-end, back-end web applications and hybrid mobile applications. It can be used to add interactivity to static HTML pages. It also could be used at the back end of modern web applications. Moreover, it is the core of many modern frameworks used to build hybrid mobile web applications. Learning Javascript opens up a huge variety of promising career options.    Note: This course works best for learners who are based in the North America region. Weï¿½re currently working on providing the same experience in other regions.",mobile app  Javascript  web application  document object model  html  Web Development  scripting language  internet of things  web  front and back ends computer-science mobile-and-web-development
Value Creation: The Carlson-Polizzotto Method,Northeastern University,Beginner,4.8,https://www.coursera.org/learn/valuecreation,"Welcome!   Partnering with Tech industry giants Curtis Carlson and Len Polizzotto, Northeastern University brings you ï¿½Value Creation: The Carlson-Polizzotto Methodï¿½ a short-form course experience like no other.  Building careers by solving for the value proposition - Curt and Len are responsible for driving the integration of the software technology behind Appleï¿½s voice command intelligent assistant and creating the standard for high definition television - now known to billions today as Siri and HDTV.  So why do more than 50 percent of businesses fail? Itï¿½s because they are not identifying what their customers value.  Watch Curt and Len coach 4 groups of professionals, each from distinctly different industries, tech, startup, education, and marketing, and learn alongside them as they use the Value Creation methodology to increase the power of their organizationï¿½s value proposition.  Evaluate the benefits of implementing a Value Creation practice that can impact your own strategic business initiatives so you can successfully create your businessï¿½ value proposition.",career  value proposition  coaching  proposition  customer value proposition  Impact Assessment  Entrepreneurship  loyalty program  it service management  Benefits business business-strategy
SEL for Students: A Path to Social Emotional Well-Being,University of Colorado Boulder,Intermediate,4.7,https://www.coursera.org/learn/sel-for-students,"Social and emotional learning, or SEL, programs have flourished in schools during the last decade. In this course the instructor (Emily Price) introduces you to the history and framings of social and emotional learning preK-12 curricula, as well as various elementary, middle, and high school SEL programs and associated research.  This course is a part of the 5-course Specialization ï¿½The Teacher and Social Emotional Learning (SEL)ï¿½. Interested in earning 3 university credits from the University of Colorado-Boulder for this specialization? If so check out ""How you can earn 3 university credits from the University of Colorado-Boulder for this specialization"" reading in the first module of this course for additional information.  We want to note that the courses in this Specialization were designed with a three-credit university course load in mind. As a participant you may notice a bit more reading content and a little less video/lecture content. Completing and passing the SEL Specialization allows the participant to apply for 3 graduate credits toward teacher re-certification and professional enhancement. We want to ensure the quality and high standards of a University of Colorado learning experience.  Interested in earning 3 graduate credits from the University of Colorado-Boulder for The Teacher and Social Emotional Learning (SEL) Specialization?  Check out ""How you can earn 3 university credits from the University of Colorado-Boulder for this specialization"" reading in the first week of this course for more information.",evaluation  emotional well-being  early childhood  Emotional Intelligence  process  child  path (variable)  principle  emotion  teaching social-sciences education
Production Machine Learning Systems,Google Cloud,Beginner,4.6,https://www.coursera.org/learn/gcp-production-ml-systems,"In the second course of this specialization, we will dive into the components and best practices of a high-performing ML system in production environments.   Prerequisites: Basic SQL, familiarity with Python and TensorFlow",Machine Learning  systems architect  performance  Deep Learning  Cloud Computing  Google Cloud Platform  Human Learning  systems architecture  Tensorflow  data dependency data-science machine-learning
Introduction to Cost Accounting,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/introduction-cost-accounting,"By the end of the project, you will be able to use both absorption costing and activity-based costing to determine the cost of a product your company is making. This will allow you to determine the pricing of your product. This is directly relevant for management accountants, performance managers, marketers, and owners of a business.  Note: This course works best for learners who are based in the North America region. We're currently working on providing the same experience in other regions.",Management Accounting  Cost Accounting  project  cost  Leadership and Management  business analytics  Accounting  Marketing  total absorption costing  Financial Accounting business finance
Converting Challenges into Opportunities,University of California San Diego,Beginner,4.6,https://www.coursera.org/learn/converting-challenges-into-opportunities,"In a very competitive workplace, demonstrating your ability to turn challenges into opportunities is an important to way stand out to hiring managers and to your existing management/leadership.    In this course, you will learn how to utilize the knowledge and skills needed to leverage left- and right-brain thinking, analyze problems, spur creativity, and implement innovative ideas for your workplace. Using the power of design thinking and Creative Problem Solving models you will work toward data-driven solutions to workplace challenges.  You will engage in an active process of identifying/defining a specific challenge,  generating  a plan to address the challenge, collecting and analyzing data/information in order to sell your solution to your leadership, implementing your data-driven solution, and evaluating success of the solution.  Course Outcomes:  1. Understand  Design, out-of-the box, whole brain thinking, Your workplace strengths 2. Apply  Qualitative and scientific research method for workplace problems, Setting priorities and analyzing for outcomes 3. Apply  Creative problem solving and creative thinking, using creative techniques to overcome challenges and bring about innovation 4. Create  Action plan, Learn to implement innovative ideas and present ideas",Problem Solving  problem solving methods  analysis  swot analysis  Critical Thinking  Leadership and Management  research methods  thought  design thinking  Innovation personal-development personal-development
Emerging Trends & Technologies in the Virtual K-12 Classroom,"University of California, Irvine",Intermediate,4.6,https://www.coursera.org/learn/k-12-education,"Welcome to Emerging Trends and Technologies in K-12! This course will help you evaluate and implement technology in the most useful way within your virtual classroom setting. We will discuss the possibilities and challenges of using technology in fully online environments, although many of the ideas can be applied to blended and traditional environments as well.  This course is focused on emerging trends and technologies, specifically for K-12 instructors. Most of the content will be aimed at high school-aged students in the U.S., or ages 13-18 in other countries. Due to the nature of some of the internet-based technologies, young students are required to be 13 or older to participate. That said, many of the examples we discuss can apply to younger ages.   This course is focused on virtual education. In other words, blended or fully online teaching and learning experiences. Nevertheless, you can apply the concepts to a traditional class, adult education, and higher education. Lastly, please note that many of the examples will be U.S. based.    Upon completing this course, you will be able to:   ï¿½ Define educational technology's role in supporting the virtual environment.  ï¿½ Identify and evaluate existing and emerging technologies for virtual course instruction or curriculum development.  ï¿½ Use collaborative learning tools to design and assess learning activities.  ï¿½ Use game-based strategies to deepen student engagement in virtual courses.  ï¿½ Research, evaluate, and employ open content in virtual education.  ï¿½ Debate the role of MOOCs in virtual K-12 education.",social technology  augmented reality  virtual class  resource  Human Learning  collaborative software  education  teaching  gamification  Learning Management System social-sciences education
Neurolinguistics,Saint Petersburg State University,Beginner,4.6,https://www.coursera.org/learn/neuroling,"This course introduces the key principles and goals of modern neurolinguistics. Neurolinguistics is a science that incorporates methods and paradigms of linguistics and neuroscience. This course discusses the main units and organizational principles of the human nervous system that underlie our language capacity. You will learn about the neurophysiological aspects of first and second language learning, discover clinical research in speech, reading and writing disorders, and also find out about speech disorders accompanying various psychiatric conditions. The course includes information on the history of neurolinguistics, modern techniques and methods of neurolinguistic research, and also provides detailed examples of several recent studies in the field.  The outline of the course Module 1 introduces you to the main ideas and history of neurolinguistics. In this module you will learn how the human brain is organized and which cortical areas provide the basis for our language capacity. It also touches upon neuroevolution and the differences between the human brain and the brains of other mammals. In Module 2 you will learn about modern methods and techniques of neurolinguistic research, such as EEG, MEG, intracranial EEG, evoked and induced potentials. Module 3 continues the discussion of neurolinguistic research methods, introducing you to the fMRI method. It also provides examples of three recent neurolinguistic studies, detailing every stage: how the experiments were planned and conducted, and how the data was analysed. Module 4 discusses how children learn their first and second languages. It also touches upon the differences in the ways monolinguals and bilinguals process linguistic information. Modules 5 and 6 deal with clinical research in neurolinguistics. In Module 5 you will learn about aphasia. We will discuss the underlying causes of this disorder, its main types and different approaches to their classification and assessment. You will also learn about linguistic models based on aphasia data. Module 6 continues the topic of clinical research in neurolinguistics. In this module you will learn about auditory hallucinations in schizophrenia, their causes and treatment. This module also discusses brain asymmetry with regards to language and dichotic listening as a means of studying brain asymmetry. Module 7 is devoted to dyslexia and its comorbidities. This module will introduce you to four different approaches to dyslexia. You will also learn what longitudinal studies can tell us about dyslexia.",aphasia  longitudinal study  auditory cortex  research methods  aphasias  auditory hallucination  dyslexia  linguistics  neurolinguistics  language acquisition life-sciences psychology
Basic Modeling for Discrete Optimization,The University of Melbourne,Intermediate,4.8,https://www.coursera.org/learn/basic-modeling,"Optimization is a common form of decision making, and is ubiquitous in our society. Its applications range from solving Sudoku puzzles to arranging seating in a wedding banquet.  The same technology can schedule planes and their crews, coordinate the production of steel, and organize the transportation of iron ore from the mines to the ports. Good decisions in manpower and material resources management also allow corporations to improve profit by millions of dollars.  Similar problems also underpin much of our daily lives and are part of determining daily delivery routes for packages, making school timetables, and delivering power to our homes. Despite their fundamental importance, all of these problems are a nightmare to solve using traditional undergraduate computer science methods.  This course is intended for students interested in tackling all facets of optimization applications. You will learn an entirely new way to think about solving these challenging problems by stating the problem in a state-of-the-art high level modeling language, and letting library constraint solving software do the rest. This will allow you to unlock the power of industrial solving technologies, which have been perfected over decades by hundreds of PhD researchers.  With access to this Advanced technology, problems that are considered inconceivable to solve before will suddenly become easy.  Watch the course promotional video here: https://www.youtube.com/watch?v=hc3cBvtrem0&t=8s",constrained clustering  discrete optimization  constraint programming  modeling  knapsack problem  common subexpression elimination  Assignment Problem  mathematical optimization  nurse scheduling problem  Computer Programming computer-science software-development
Computational Vision,University of Colorado Boulder,Intermediate,4.1,https://www.coursera.org/learn/mind-machine-computational-vision,"In this course, we will expand on vision as a cognitive problem space and explore models that address various vision tasks. We will then explore how the boundaries of these problems lead to a more complex analysis of the mind and the brain and how these explorations lead to more complex computational models of understanding.",edge detection  convolution  Computer Vision  Deep Learning  neuroscience  mental images  machine vision  Artificial Neural Networks  matrix representation  neuron (software) computer-science algorithms
Troubleshooting and Debugging Techniques,Google,Conversant,4.5,https://www.coursera.org/learn/troubleshooting-debugging-techniques,"In this course, we'll give you the tools to quickly identify and solve real-world problems that you might come across in your IT role. We'll look at a bunch of different strategies and approaches for tackling the most common pitfalls of your code and IT infrastructure. You'll learn strategies for approaching almost any technical problem and then see how those apply to solving different real-world scenarios.   We picked examples that include general system issues, issues with software that someone else wrote, and issues with programs that we wrote. We'll talk about problems that can affect any operating system, and we'll also look at challenges specific to certain platforms and scripting languages.  We strongly recommend that youï¿½ve taken the prior courses in this program, or already have knowledge of Python and Linux so that you can follow along with our troubleshooting examples.",Computer Programming  Python Programming  Troubleshooting  resource  profilers  software  debugging  Problem Solving  Leadership and Management  debug code information-technology cloud-computing
Classify Radio Signals from Space using Keras,Coursera Project Network,Beginner,4.4,https://www.coursera.org/learn/classify-radio-signals-space-keras-cnn,"In this 1-hour long project-based course, you will learn the basics of using Keras with TensorFlow as its backend and use it to solve an image classification problem. The data we are going to use consists of 2D spectrograms of deep space radio signals collected by the Allen Telescope Array at the SETI Institute. We will treat the spectrograms as images to train an image classification model to classify the signals into one of four classes. By the end of the project, you will have built and trained a convolutional neural network from scratch using Keras to classify signals from space.  This course runs on Coursera's hands-on project platform called Rhyme. On Rhyme, you do projects in a hands-on manner in your browser. You will get instant access to pre-configured cloud desktops containing all of the software and data you need for the project. Everything is already set up directly in your internet browser so you can just focus on learning. For this project, youï¿½ll get instant access to a cloud desktop with Python, Jupyter, and Tensorflow pre-installed.  Notes: -  You will be able to access the cloud desktop 5 times. However, you will be able to access instructions videos as many times as you want. - This course works best for learners who are based in the North America region. Weï¿½re currently working on providing the same experience in other regions.",Keras  Deep Learning  Machine Learning  Convolutional Neural Network  front and back ends  signal processing  Tensorflow  Python Programming  Artificial Neural Networks  statistical classification data-science machine-learning
Industrial Biotechnology,University of Manchester,Intermediate,4.5,https://www.coursera.org/learn/industrial-biotech,"Fossil fuels have been the primary energy source for society since the Industrial Revolution. They provide the raw material for the manufacture of many everyday products that we take for granted, including pharmaceuticals, food and drink, materials, plastics and personal care.   As the 21st century progresses we need solutions for the manufacture of chemicals that are smarter, more predictable and more sustainable.    Industrial biotechnology is changing how we manufacture chemicals and materials, as well as providing us with a source of renewable energy.   It is at the core of sustainable manufacturing processes and an attractive alternative to traditional manufacturing technologies to commercially advance and transform priority industrial sectors yielding more and more viable solutions for our environment in the form of new chemicals, new materials and bioenergy.    This course will cover the key enabling technologies that underpin biotechnology research including enzyme discovery and engineering, systems and synthetic biology and biochemical and process engineering.  Much of this material will be delivered through lectures to ensure that you have a solid foundation in these key areas.   We will also consider the wider issues involved in sustainable manufacturing including responsible research innovation and bioethics.   In the second part of the course we will look at how these technologies translate into real world applications which benefit society and impact our everyday lives.  This will include input from our industry stakeholders and collaborators working in the pharmaceutical, chemicals and biofuels industries.  By the end of this course you will be able to:   1.\tUnderstand enzymatic function and catalysis. 2.\tExplain the technologies and methodologies underpinning systems and synthetic biology. 3.\tExplain the diversity of synthetic biology application and discuss the different ethical and regulatory/governance challenges involved in this research. 4.\tUnderstand the principles and role of bioprocessing and biochemical engineering in industrial biotechnology. 5.\tHave an informed discussion of the key enabling technologies underpinning research in industrial biotechnology  6.\tGive examples of industrial biotechnology products and processes and their application in healthcare, agriculture, fine chemicals, energy and the environment.",biotechnology  industrial fermentation  biofuel  fermentation  biopharmaceuticals  enzyme  synthetic biology  biochemical engineering  biology  biopharmaceutical life-sciences basic-science
Data Visualization and Communication with Tableau,Duke University,Beginner,4.6,https://www.coursera.org/learn/analytics-tableau,"One of the skills that characterizes great business data analysts is the ability to communicate practical implications of quantitative analyses to any kind of audience member.  Even the most sophisticated statistical analyses are not useful to a business if they do not lead to actionable advice, or if the answers to those business questions are not conveyed in a way that non-technical people can understand.    In this course you will learn how to become a master at communicating business-relevant implications of data analyses.  By the end, you will know how to structure your data analysis projects to ensure the fruits of your hard labor yield results for your stakeholders.  You will also know how to streamline your analyses and highlight their implications efficiently using visualizations in Tableau, the most popular visualization program in the business world.  Using other Tableau features, you will be able to make effective visualizations that harness the human brainï¿½s innate perceptual and cognitive tendencies to convey conclusions directly and clearly.  Finally, you will be practiced in designing and persuasively presenting business ï¿½data storiesï¿½ that use these visualizations, capitalizing on business-tested methods and design principles.",Data Analysis  analytics  Communication  Computer Graphics  software  Data Visualization  business analytics  presentation  analysis  tableau software data-science data-analysis
Relational database systems,Universidad Nacional Autï¿½noma de Mï¿½xico,Advanced,3.9,https://www.coursera.org/learn/relational-database,"Welcome to the specialization course Relational Database Systems. This course will be completed on six weeks, it will be supported with videos and various documents that will allow you to learn in a very simple way how several types of information systems and databases are available to solve different problems and needs of the companies.   Objective:  A learner will be able to design, test, and implement analytical, transactional or NoSQL database systems according to business requirements by programming reliable, scalable and maintainable applications and resources using SQL and Hadoop ecosystem.  Programming languages:  For course 1 you will use the MYSQL language.  Software to download: MySQL Workbench   In case you have a Mac / IOS operating system you will need to use a virtual Machine (VirtualBox, Vmware).",relational model  SQL  relational database  stored procedure  Databases  query optimization  Data Model  relational database management system  business requirements  entity relationship model data-science data-analysis
Getting Started with Power BI Desktop,Coursera Project Network,Conversant,4.7,https://www.coursera.org/learn/power-bi-desktop,"In this 2-hour long project-based course, you will learn the basics of using Power BI Desktop software. We will do this by analyzing data on credit card defaults with Power BI Desktop. Power BI Desktop is a free Business Intelligence application from Microsoft that lets you load, transform, and visualize data. You can create interactive reports and dashboards quite easily, and quickly. We will learn some of the basics of Power BI by importing, transforming, and visualizing the data.  This course is aimed at learners who are looking to get started with the Power BI Desktop software. There are no hard prerequisites and any competent computer user should be able to complete the project successfully.  Note: This course works best for learners who are based in the North America region. Weï¿½re currently working on providing the same experience in other regions.",Data Analysis  Microsoft Excel  analysis  data reporting  Project Management  Business Intelligence  project  Data Visualization  sap erp  software business business-essentials
"Sequences, Time Series and Prediction",DeepLearning.AI,Beginner,4.4,https://www.coursera.org/learn/tensorflow-sequences-time-series-and-prediction,"If you are a software developer who wants to build scalable AI-powered algorithms, you need to understand how to use the tools to build them. This Specialization will teach you best practices for using TensorFlow, a popular open-source framework for machine learning.  In this fourth course, you will learn how to build time series models in TensorFlow. Youï¿½ll first implement best practices to prepare time series data. Youï¿½ll also explore how RNNs and 1D ConvNets can be used for prediction. Finally, youï¿½ll apply everything youï¿½ve learned throughout the Specialization to build a sunspot prediction model using real-world data!  The Machine Learning course and Deep Learning Specialization from Andrew Ng teach the most important and foundational principles of Machine Learning and Deep Learning. This new deeplearning.ai TensorFlow Specialization teaches you how to use TensorFlow to implement those principles so that you can start building and applying scalable models to real-world problems. To develop a deeper understanding of how neural networks work, we recommend that you take the Deep Learning Specialization.",series a round  Time Series  analysis  modeling  Time Series Analysis  Long Short-Term Memory  Tensorflow  time series models  Forecasting  Artificial Neural Networks data-science machine-learning
Digital Thread: Implementation,The State University of New York,Beginner,4.7,https://www.coursera.org/learn/digital-thread-implementation,"There are opportunities throughout the design process of any product to make significant changes, and ultimately impact the future of manufacturing, by embracing the digital thread. In this course, you will dig into the transformation taking place in how products are designed and manufactured throughout the world. It is the second of two courses that focuses on the ""digital thread"" ï¿½ the stream that starts at the creation of a product concept and continues to accumulate information and data throughout the product life cycle.    Hear about the realities of implementing the digital thread, directly from someone responsible for making it happen at a company. Learn how the digital thread can fit into product development processes in an office, on a shop floor, and even across an enterprise. Be prepared to talk about the benefits, and limitations, of enacting it.  Main concepts of this course will be delivered through lectures, readings, discussions and various videos.   This is the third course in the Digital Manufacturing & Design Technology specialization that explores the many facets of manufacturingï¿½s ï¿½Fourth Revolution,ï¿½  aka Industry 4.0, and features a culminating project involving creation of a roadmap to achieve a self-established DMD-related professional goal.  To learn more about the Digital Manufacturing and Design Technology specialization, please watch the overview video by copying and pasting the following link into your web browser: https://youtu.be/wETK1O9c-CA",internet of things  Mechatronics  Average  manufacturing process management  Dial Indicators  SQL  Mechanical Engineering  measurement  smart label  Manufacturing Execution System physical-science-and-engineering mechanical-engineering
IBM Data Topology,IBM,Advanced,4.9,https://www.coursera.org/learn/ibm-data-topology,"Every business and organization is facing new challenges with their data. Pressures related to regulation and compliance, leveraging AI, spanning multicloud environments, and increasing volumes of inaccessible data are forcing executives and administrators to either modernize their infrastructures or become obsolete. But moving to the latest technology in a monolithic architecture is a tempting solution that can be expensive and cause more problems than it solves. In this course, you learn how to meet the needs of all your data consumers through the construction of a modern logical topology that helps you optimize data flow.",logical topology  data furnace  master data management  Machine Learning  topological data analysis  data centers  enterprise architecture  topology  topology optimization  Data Architecture information-technology data-management
Build a Deep Learning Based Image Classifier with R,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/deep-learning-image-classifier-r,"In this 45-min guided project, you will learn the basics of using the Keras interface to R with Tensorflow as its backend to solve an image classification problem. By the time you complete this project, you will have used the R programming language to build, train, and evaluate a neural network model to classify images of clothing items into categories such as t-shirts, trousers, and sneakers. We will be training the deep learning based image classification model on the Fashion MNIST dataset which contains 70000 grayscale images of clothes across 10 categories.   In order to be successful in this project, you should be familiar with R programming, and basics of neural networks.   Note: This course works best for learners who are based in the North America region. Weï¿½re currently working on providing the same experience in other regions.",Deep Learning  R Programming  statistical classification  front and back ends  grayscale  Machine Learning  interfaces  Tensorflow  Artificial Neural Networks  ordered pair data-science machine-learning
Machine Learning: Clustering & Retrieval,University of Washington,Beginner,4.6,https://www.coursera.org/learn/ml-clustering-and-retrieval,"Case Studies: Finding Similar Documents  A reader is interested in a specific news article and you want to find similar articles to recommend.  What is the right notion of similarity?  Moreover, what if there are millions of other documents?  Each time you want to a retrieve a new document, do you need to search through all other documents?  How do you group similar documents together?  How do you discover new, emerging topics that the documents cover?     In this third case study, finding similar documents, you will examine similarity-based algorithms for retrieval.  In this course, you will also examine structured representations for describing the documents in the corpus, including clustering and mixed membership models, such as latent Dirichlet allocation (LDA).  You will implement expectation maximization (EM) to learn the document clusterings, and see how to scale the methods using MapReduce.  Learning Outcomes:  By the end of this course, you will be able to:    -Create a document retrieval system using k-nearest neighbors.    -Identify various similarity metrics for text data.    -Reduce computations in k-nearest neighbor search by using KD-trees.    -Produce approximate nearest neighbors using locality sensitive hashing.    -Compare and contrast supervised and unsupervised learning tasks.    -Cluster documents by topic using k-means.    -Describe how to parallelize k-means using MapReduce.    -Examine probabilistic clustering approaches using mixtures models.    -Fit a mixture of Gaussian model using expectation maximization (EM).    -Perform mixed membership modeling using latent Dirichlet allocation (LDA).    -Describe the steps of a Gibbs sampler and how to use its output to draw inferences.    -Compare and contrast initialization techniques for non-convex optimization objectives.    -Implement these techniques in Python.",Human Learning  modeling  Algorithms  cluster analysis  Mixture Model  Machine Learning  Latent Dirichlet Allocation  data clustering algorithms  k-means clustering  k-d tree data-science data-analysis
"Global Health Security, Solidarity and Sustainability through the International Health Regulations",University of Geneva,Advanced,4.8,https://www.coursera.org/learn/international-health-regulations,"Welcome to the MOOC ""Global Health Security, Solidarity and Sustainability through the International Health Regulations"".  We are very excited to have you on board and hope you will enjoy the course!  In the coming 6 weeks, you will learn about the International Health Regulations (IHR), history of its creation and evolution, its major principles and implementation procedures, as well as challenges and future opportunities. We will talk about lessons learned from the previous epidemics and environmental disasters, and discuss possible future health threats and ways to respond to them in an efficient and timely manner. The goal of this MOOC is not only to promote knowledge on the IHR among the general public but also to help international health practitioners advance its implementation, contributing to the achievement of Sustainable Development Goals.   Our MOOC ï¿½Global Health Security, Solidarity and Sustainability through the International Health Regulationsï¿½ is highly transdisciplinary and involves prominent experts from more than 15 leading institutions worldwide, including academia, international organizations, and local governments. Along with traditional e-learning resources, it gives access to a highly innovative teaching tool - virtual Simulator IHR 3.0 - a serious game where you can practice managing health crises from different perspectives. No matter which country you come from, this MOOC is free and open for anyone interested in learning more about such a powerful legal mechanism as the IHR.  Every week, you will get access to a new Module which includes a series of video lectures, accompanied by a list of recommended readings to deepen your knowledge on the proposed topic. Every module will have a number of practice exercises, such as in-video questions and practice quizzes based on the video lectures and readings, and a graded quiz to sum up everything that you've learned. At the end of the course, you will be asked to take a graded final quiz that you will need to complete (as well as each Module's graded quizzes) in order to pass the course and earn a Certificate if you chose this option at enrolment.  We encourage you to use Discussion Prompts and forums to discuss the course material with fellow students enrolled in the MOOC. You can greatly contribute to the learning process by posting your questions, commenting, or sharing your personal experiences and examples from your countries.  This MOOC was produced jointly by the University of Geneva (Switzerland), Centre Virchow-Villermï¿½ for Public Health Paris-Berlin, Universitï¿½ Paris Descartes (France) and ANEO in close collaboration with the World Health Organization Headquarters (Geneva, Switzerland) and WHO Regional Office for the Eastern Mediterranean (Cairo, Egypt), with the financial aid of the Agence Nationale de la Recherche (France), UNIGE and WHO.  We wish you good luck with the MOOC and look forward to seeing you in our learning community!",public health  public health emergency of international concern  global  safety  emergency  climate change  epidemic  awareness  Communication  Collaboration life-sciences public-health
Preparing for the Google Cloud Professional Cloud Architect Exam,Google Cloud,Intermediate,4.6,https://www.coursera.org/learn/preparing-cloud-professional-cloud-architect-exam,"From the course: ""The best way to prepare for the exam is to be competent in the skills required of the job.""  This course uses a top-down approach to recognize knowledge and skills already known, and to surface information and skill areas for additional preparation. You can use this course to help create your own custom preparation plan. It helps you distinguish what you know from what you don't know. And it helps you develop and practice skills required of practitioners who perform this job.  The course follows the organization of the Exam Guide outline, presenting highest-level concepts, ""touchstones"", for you to determine whether you feel confident about your knowledge of that area and its dependent concepts, or if you want more study. You also will learn about and have the opportunity to practice key job skills, including cognitive skills such as case analysis, identifying technical watchpoints, and developing proposed solutions. These are job skills that are also exam skills. You will also test your basic abilities with Activity Tracking Challenge Labs. And you will have many sample questions similar to those on the exam, including solutions. The end of the course contains an ungraded practice exam quiz, followed by a graded practice exam quiz that simulates the exam-taking experience.  New! CERTIFICATE COMPLETION CHALLENGE to unlock benefits from Coursera and Google Cloud Enroll and complete Cloud Engineering with Google Cloud or Cloud Architecture with Google Cloud Professional Certificate  or Data Engineering with Google Cloud Professional Certificate before November 8, 2020 to receive the following benefits;   => Google Cloud t-shirt, for the first 1,000 eligible learners to complete. While supplies last. > Exclusive access to Big => Interview ($950 value) and career coaching  => 30 days free access to Qwiklabs ($50 value) to earn Google Cloud recognized skill badges by completing challenge quests",mathematical optimization  case study  penetration test  analysis  Cloud Computing  DevOps  Cloud Platforms  architecture  Google Cloud Platform  business requirements information-technology cloud-computing
Patient Safety and Quality Improvement: Developing a Systems View (Patient Safety I),Johns Hopkins University,Beginner,4.8,https://www.coursera.org/learn/patient-safety-systems-view,"In this course, you will be able develop a systems view for patient safety and quality improvement in healthcare.  By then end of this course, you will be able to: 1) Describe a minimum of four key events in the history of patient safety and quality improvement, 2) define the key characteristics of high reliability organizations, and 3) explain the benefits of having strategies for both proactive and reactive systems thinking.",systems thinking  Patient Care  patient  thought  safety  safety culture  patient safety  proactivity  Culture  Problem Solving life-sciences healthcare-management
